name,district,price,bedroom,wc,acreage,link,date
"Cần Tiền Bán Gấp Bt Làng báo chí Thảo Điền, Diện tích 110 m2, Chỉ 20 T","Quận 2 (TP. Thủ Đức), TPHCM",20 tỷ,3 PN,3 WC,50 m2,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/can-tien-ban-gap-bt-lang-bao-chi-thao-dien-dien-tich-110-m2-chi-20-t-id22567188,2024-05-28
"Mua bán phòng trọ,nhà trọ tại Hồ chí Minh giá RẺ","Quận 12, TPHCM",2 tỷ 950 triệu,4 PN,4 WC,110 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/mua-ban-phong-tro-nha-tro-tai-ho-chi-minh-gia-re-id22566823,2024-05-28
"Nhà chính chủ mặt tiền Đinh Đức Thiện,muốn bán gấp để trả nợ cho con.","Huyện Bình Chánh, TPHCM",1 tỷ 950 triệu,3 PN,3 WC,50 m2,https://mogi.vn/huyen-binh-chanh/mua-nha-mat-tien-pho/nha-chinh-chu-mat-tien-dinh-duc-thien-muon-ban-gap-de-tra-no-cho-con-id22566613,2024-05-28
"Mình cần bán nhà mình do áp lực tài chính,chính chủ đường Phan Thái","Huyện Bình Chánh, TPHCM",1 tỷ 950 triệu,2 PN,1 WC,90 m2,https://mogi.vn/huyen-binh-chanh/mua-nha-mat-tien-pho/minh-can-ban-nha-minh-do-ap-luc-tai-chinh-chinh-chu-duong-phan-thai-id22566412,2024-05-28
Bán nhà MTNB 12m Bình Phú 2 - 4x16m 4 tầng TRỰC DIỆN CV - HĐ THUÊ 17tr,"Quận 6, TPHCM",8 tỷ 700 triệu,1 PN,2 WC,100 m2,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/ban-nha-mtnb-12m-binh-phu-2-4x16m-4-tang-truc-dien-cv-hd-thue-17tr-id22567400,2024-05-28
Bán tòa nhà 98 Lâm Văn Bền Q7 DT 7.8x28m 10 tầng giá 68 tỷ,"Quận 7, TPHCM",68 tỷ,10 PN,5 WC,88 m2,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/ban-toa-nha-98-lam-van-ben-q7-dt-7-8x28m-10-tang-gia-68-ty-id22550136,2024-05-28
"Hạ giá hết mức. Nhà mt Đình Phong Phú. 8x27m. CN 205,4m2. 16 ty","Quận 9 (TP. Thủ Đức), TPHCM",16 tỷ,10 PN,5 WC,88 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ha-gia-he-t-mu-c-nha-mt-di-nh-phong-phu-8x27m-cn-205-4m2-16-ty-id22566457,2024-05-28
✅ Nhà Mặt Tiền Cư xá D | 4x18 | Nhà Cấp 4 | Gần Đường Bình Phú,"Quận 6, TPHCM",8 tỷ 500 triệu,0 PN,0 WC,599 m2,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/nha-ma-t-tie-n-cu-xa-d-4x18-nha-cap-4-ga-n-duo-ng-bi-nh-phu-id22558168,2024-05-28
✅ Nhà Góc 2 Mặt Tiền Đường Số 2 - 5x20m - Thu hập 17tr/tháng,"Quận Bình Tân, TPHCM",6 tỷ 500 triệu,3 PN,4 WC,100 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/nha-goc-2-mat-tien-duong-so-2-5x20m-thu-hap-17tr-thang-id22558164,2024-05-28
"Bán nhà MT đường 29 P. An Phú .Q2, ngay Cao Đức Lân. 4X20m. Trệt + lầu","Quận 2 (TP. Thủ Đức), TPHCM",16 tỷ,4 PN,4 WC,85 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-mt-duong-29-p-an-phu-q2-ngay-cao-duc-lan-4x20m-tret-lau-id22557419,2024-05-28
