name,district,price,bedroom,wc,acreage,link,date
"Bán nhà đẹp 4 lầu (4x14,5) 527/1/10E  Phan Văn Trị P5, Gò Vấp CITYPLAN","Quận Gò Vấp, TPHCM",10 tỷ 800 triệu,4 PN,3 WC,55 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-dep-4-lau-4x14-5-527-1-10e-phan-van-tri-p5-go-vap-cityplan-id22570890,2024-06-05
"nhà mới đẹp, Hẻm Ba Gác thông Võ Duy Ninh P.22 BT 31m2, 3PN, 5 tỷ3","Quận Bình Thạnh, TPHCM",5 tỷ 300 triệu,6 PN,3 WC,90 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-moi-dep-hem-ba-gac-thong-vo-duy-ninh-p-22-bt-31m2-3pn-5-ty3-id22572537,2024-06-05
Bán nhanh tòa nhà Thảo Điền 7x20m Hầm+5 tầng giá chỉ 40 tỷ,"Quận 2 (TP. Thủ Đức), TPHCM",40 tỷ,2 PN,2 WC,20 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nhanh-toa-nha-thao-dien-7x20m-ham-5-tang-gia-chi-40-ty-id22572523,2024-06-05
"Bán nhà, 60m2, Ngang 5m, Hẻm OTO, TT Tăng Nhơn Phú A, Q.9. Giá hơn 4tỷ","Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ,3 PN,3 WC,17 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-60m2-ngang-5m-hem-oto-tt-tang-nhon-phu-a-q-9-gia-hon-4ty-id22572515,2024-06-05
"Nhà hẻm ô tô thông, gần Trường TH Tân Sơn Nhì, 3.7 tỷ","Quận Tân Phú, TPHCM",3 tỷ 700 triệu,3 PN,2 WC,52 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/nha-hem-o-to-thong-gan-truong-th-tan-son-nhi-3-7-ty-id22572450,2024-06-05
Bán nhà Hàng KARAOKE 5 lầu rẻ đẹp MẶT TIỀN Quang Trung P8 Gò Vấp,"Quận Gò Vấp, TPHCM",30 tỷ,6 PN,3 WC,64 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/ban-nha-hang-karaoke-5-lau-re-dep-mat-tien-quang-trung-p8-go-vap-id22569789,2024-06-05
Bán nhà mặt tiền rẻ 2 lầu Ngay Citypland Số 18 Thông Tây Hội P10 GV,"Quận Gò Vấp, TPHCM",5 tỷ 250 triệu,4 PN,5 WC,68 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/ban-nha-mat-tien-re-2-lau-ngay-citypland-so-18-thong-tay-hoi-p10-gv-id22569784,2024-06-05
"Bán nhà rẻ đẹp 5 tầng Citypland 630/9 Phan Văn Trị, P 10, Gò Vấp","Quận Gò Vấp, TPHCM",6 tỷ 980 triệu,6 PN,3 WC,80 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/ban-nha-re-dep-5-tang-citypland-630-9-phan-van-tri-p-10-go-vap-id22569782,2024-06-05
Bán nhà Phường Tân Sơn Nhì - Hẻm 7m- 4x18 - xe hơi trong nhà - 6.x Tỷ,"Quận Tân Phú, TPHCM",6 tỷ 500 triệu,3 PN,3 WC,40 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-phuong-tan-son-nhi-hem-7m-4x18-xe-hoi-trong-nha-6-x-ty-id22572399,2024-06-05
"Xưởng 10 X 40M, Mặt Tiền Xuân Thới Thượng 6 gần THPT Phạm Văn Sáng HM","Huyện Hóc Môn, TPHCM",17 tỷ,6 PN,7 WC,81 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-mat-tien-pho/xuong-10-x-40m-mat-tien-xuan-thoi-thuong-6-gan-thpt-pham-van-sang-hm-id21457966,2024-06-05
Bán Nhà 4x15m - Trần Văn Ơn - 2 Tầng - HXH Thuận Tiện Qua Tân Bình,"Quận Tân Phú, TPHCM",6 tỷ,1 PN,1 WC,400 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-4x15m-tran-van-on-2-tang-hxh-thuan-tien-qua-tan-binh-id22572434,2024-06-05
Bán Nhà 4x15 - 2 Tầng - HXH - 60m2 Ngay Tân Sơn Nhì Giá Chỉ Nhỉnh 5 Tỷ,"Quận Tân Phú, TPHCM",5 tỷ 500 triệu,2 PN,2 WC,60 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-4x15-2-tang-hxh-60m2-ngay-tan-son-nhi-gia-chi-nhinh-5-ty-id22572447,2024-06-05
"Bán MT Nguyễn Minh Hoàng, Q.Tân Bình_ 8,2x18,45 _ 6 tầng _ 58 Tỷ","Quận Tân Bình, TPHCM",58 tỷ,6 PN,3 WC,80 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-mt-nguyen-minh-hoang-q-tan-binh-8-2x18-45-6-tang-58-ty-id22572404,2024-06-05
"Bán 755 Lê Hồng Phong, P12, Quận 10 _ 4x22,7 _Trệt lửng _ Giá 33 Tỷ","Quận 10, TPHCM",33 tỷ,6 PN,3 WC,190 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-755-le-hong-phong-p12-quan-10-4x22-7-tret-lung-gia-33-ty-id22572412,2024-06-05
"Bán 11-13 Nguyễn Văn Lạc, Q.Bình Thạnh_ 6,15x27,5_Hầm 7 tầng_ 44,5 Tỷ","Quận Bình Thạnh, TPHCM",44 tỷ 500 triệu,6 PN,3 WC,80 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-11-13-nguyen-van-lac-q-binh-thanh-6-15x27-5-ham-7-tang-44-5-ty-id22572420,2024-06-05
"Bán 345 Nguyễn Trãi, Quận 5 _ 3,85 x 14 _ 3 tầng _ Giá 32 Tỷ","Quận 5, TPHCM",32 tỷ,6 PN,3 WC,138 m2,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ban-345-nguyen-trai-quan-5-3-85-x-14-3-tang-gia-32-ty-id22572390,2024-06-05
"Bán hẻm 111/9 Trần Bình Trọng, Quận 5 8x18 nở hậu 144m2 _ Giá 17 Tỷ","Quận 5, TPHCM",17 tỷ,6 PN,3 WC,100 m2,https://mogi.vn/quan-5/mua-nha-hem-ngo/ban-hem-111-9-tran-binh-trong-quan-5-8x18-no-hau-144m2-gia-17-ty-id22572397,2024-06-05
"Bán 287-291 Nguyễn Gia Trí (4 sổ)_Q.Bình Thạnh, 17x20 _ Gía 120 Tỷ","Quận Bình Thạnh, TPHCM",120 tỷ,6 PN,3 WC,100 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-287-291-nguyen-gia-tri-4-so-q-binh-thanh-17x20-gia-120-ty-id22572385,2024-06-05
"Bán GÓC 2MT 48 Lê Thị Chợ, Quận 7 _ 14mx30m_ Hầm 3 lầu MCT _ 85 Tỷ","Quận 7, TPHCM",85 tỷ,2 PN,2 WC,75 m2,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/ban-goc-2mt-48-le-thi-cho-quan-7-14mx30m-ham-3-lau-mct-85-ty-id22572380,2024-06-05
"Bán nhà 2MT Hoàng Hoa Thám p6 (5,35x22) 7tầng nhà mới 100% nhỉnh 24ty","Quận Bình Thạnh, TPHCM",24 tỷ 500 triệu,2 PN,2 WC,339 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-nha-2mt-hoang-hoa-tham-p6-5-35x22-7tang-nha-moi-100-nhinh-24ty-id22571098,2024-06-05
"Bán 102 Nguyễn Đình Chính, Q.Phú Nhuận _ 14,6x30_ Hầm 7 tầng _ 165 Tỷ","Quận Phú Nhuận, TPHCM",165 tỷ,3 PN,2 WC,52 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-102-nguyen-dinh-chinh-q-phu-nhuan-14-6x30-ham-7-tang-165-ty-id22572377,2024-06-05
"Bán 237 Trần Bình Trọng, Quận 5 _ 4,9x21 _ Trệt 4 lầu _ Giá 46 Tỷ","Quận 5, TPHCM",46 tỷ,6 PN,3 WC,250 m2,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ban-237-tran-binh-trong-quan-5-4-9x21-tret-4-lau-gia-46-ty-id22572373,2024-06-05
"Bán tòa nhà 191 Trương Văn Bang, Quận 2, 8x20,Hầm 7 lầu _ 105 Tỷ","Quận 2 (TP. Thủ Đức), TPHCM",105 tỷ,6 PN,3 WC,90 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-toa-nha-191-truong-van-bang-quan-2-8x20-ham-7-lau-105-ty-id22572366,2024-06-05
"Ngang 4.5m, dài 8m. 2 Mặt tiền 86 Bùi Hữu Nghĩa, P7, Quận 5, 3 tầng","Quận 5, TPHCM",12 tỷ 500 triệu,3 PN,4 WC,200 m2,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ngang-4-5m-dai-8m-2-mat-tien-86-bui-huu-nghia-p7-quan-5-3-tang-id22572409,2024-06-05
"Chủ Ngộp Cần Bán Nhà Hoàng Hoa Thám, P5, Phú Nhuận,Dt:77,5,giá 3tỷ 350","Quận Phú Nhuận, TPHCM",3350 tỷ,4 PN,4 WC,80 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/chu-ngop-can-ban-nha-hoang-hoa-tham-p5-phu-nhuan-dt-77-5-gia-3ty-350-id22413482,2024-06-05
"Giá siêu ngon chỉ 9,8 tỷ cho Siêu biệt thự vườn hơn  4200m2 TP Củ Chi","Huyện Củ Chi, TPHCM",9 tỷ 800 triệu,2 PN,1 WC,72 m2,https://mogi.vn/huyen-cu-chi/mua-nha-biet-thu-lien-ke/gia-sieu-ngon-chi-9-8-ty-cho-sieu-biet-thu-vuon-hon-4200m2-tp-cu-chi-id22572210,2024-06-05
MTKD Nhà 4T ngang to hơn 5m mặt tiền đường 10m thông Nguyễn Văn Lượng,"Quận Gò Vấp, TPHCM",10 tỷ 500 triệu,6 PN,3 WC,82 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/mtkd-nha-4t-ngang-to-hon-5m-mat-tien-duong-10m-thong-nguyen-van-luong-id22572356,2024-06-05
"Bán Nhà Mặt 121m2 Giá 13,5 Tỷ  Trần Bình Trọng Bình Thạnh Phường 5","Quận Bình Thạnh, TPHCM",13 tỷ 500 triệu,3 PN,4 WC,40 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-nha-mat-121m2-gia-13-5-ty-tran-binh-trong-binh-thanh-phuong-5-id22572355,2024-06-05
"Nhà 3 Tầng khu VIP Lương Định Của,An Phú,Quận 2,DT 7x20m,giá 25.5 tỷ","Quận 2 (TP. Thủ Đức), TPHCM",25 tỷ 500 triệu,3 PN,3 WC,50 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/nha-3-tang-khu-vip-luong-dinh-cua-an-phu-quan-2-dt-7x20m-gia-25-5-ty-id22572334,2024-06-05
"Nhà 3 tầng góc 2MT đường nội bộ Trần Não, Bình An,Q2, 90m2,giá 13 Tỷ","Quận 2 (TP. Thủ Đức), TPHCM",13 tỷ,4 PN,3 WC,60 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/nha-3-tang-goc-2mt-duong-noi-bo-tran-nao-binh-an-q2-90m2-gia-13-ty-id22572330,2024-06-05
"Bán nhà cấp 4 MT góc Lê Văn Việt, Tân Phú,Quận 9.DT: 10x26m2,Gía 24 Tỷ","Quận 9 (TP. Thủ Đức), TPHCM",24 tỷ,3 PN,3 WC,72 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-cap-4-mt-goc-le-van-viet-tan-phu-quan-9-dt-10x26m2-gia-24-ty-id22572324,2024-06-05
