name,district,price,bedroom,wc,acreage,link,date
"BÁN NHÀ BIỆT THỰ LÊ VĂN SỸ DT 155M2 Ngang 9,6M Hồ Bơi, T.Kế Châu Âu","Quận Tân Bình, TPHCM",33 tỷ,5 PN,6 WC,155 m2,https://mogi.vn/quan-tan-binh/mua-nha-biet-thu-lien-ke/ban-nha-biet-thu-le-van-sy-dt-155m2-ngang-9-6m-ho-boi-t-ke-chau-au-id22481664,2024-05-21
"Bán nhà hẻm xe hơi CMT8, Tân Bình, 4 tầng, 7x16M, 21,5 tỷ ( TL )","Quận Tân Bình, TPHCM",21 tỷ 500 triệu,8 PN,10 WC,112 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hem-xe-hoi-cmt8-tan-binh-4-tang-7x16m-21-5-ty-tl-id22562686,2024-05-21
CHDV 21 phòng - P12 Bình thạnh - DT ( 11x13 ) A4 Không Lỗi - 5 Tầng,"Quận Bình Thạnh, TPHCM",14 tỷ 600 triệu,21 PN,21 WC,140 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/chdv-21-phong-p12-binh-thanh-dt-11x13-a4-khong-loi-5-tang-id22563344,2024-05-21
"Bán nhà hẻm 7m Vườn Lài, Tân Phú, 4 tầng, 4x18M, 8,8 tỷ ( TL )","Quận Tân Phú, TPHCM",8 tỷ 800 triệu,4 PN,5 WC,72 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-hem-7m-vuon-lai-tan-phu-4-tang-4x18m-8-8-ty-tl-id22561706,2024-05-21
Bán Nhà Hẻm Nhựa 10m Đặng Văn Ngữ Q.PN Không Còn Căn Thứ Hai Tương Tự,"Quận Phú Nhuận, TPHCM",16 tỷ,4 PN,2 WC,83 m2,https://mogi.vn/quan-phu-nhuan/mua-duong-noi-bo/ban-nha-hem-nhua-10m-dang-van-ngu-q-pn-khong-con-can-thu-hai-tuong-tu-id22563301,2024-05-21
Căn nhà 2 tầng DT 4.5x10 - Mặt tiền Phan Văn Trị cực kỳ sầm uất - 6.5,"Quận Gò Vấp, TPHCM",6 tỷ 500 triệu,1 PN,1 WC,44 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/can-nha-2-tang-dt-4-5x10-mat-tien-phan-van-tri-cuc-ky-sam-uat-6-5-id22563266,2024-05-21
"Dưới 4 tỷ, có ngay nhà 94m2 Lạc Long Quận, P.5, Q.11, Thuê 19tr. SHR.","Quận 11, TPHCM",3 tỷ 790 triệu,4 PN,3 WC,94 m2,https://mogi.vn/quan-11/mua-nha-hem-ngo/duoi-4-ty-co-ngay-nha-94m2-lac-long-quan-p-5-q-11-thue-19tr-shr-id22563332,2024-05-21
"GẤP LẮM ! HXH 5m_ Nguyễn Trọng Tuyển, DT 50m2, 4 lầu, ngang 4.5m, 7 tỷ","Quận Phú Nhuận, TPHCM",7 tỷ,4 PN,4 WC,50 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/gap-lam-hxh-5m-nguyen-trong-tuyen-dt-50m2-4-lau-ngang-4-5m-7-ty-id22560279,2024-05-21
"Mặt Tiền Hiếm Cô Bắc Q1 Dt 4,8 x 13m 4 Tầng Chỉ 26 tỷ gần Chợ BếnThành","Quận 1, TPHCM",26 tỷ,4 PN,3 WC,53 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/mat-tien-hiem-co-bac-q1-dt-4-8-x-13m-4-tang-chi-26-ty-gan-cho-benthanh-id22562910,2024-05-21
"Mặt Tiền Hiếm Yersin Q1 Dt 8,5 x 17m 4 Tầng Chỉ 100 tỷ Hdt 100 triệu/t","Quận 1, TPHCM",100 tỷ,4 PN,4 WC,144 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/mat-tien-hiem-yersin-q1-dt-8-5-x-17m-4-tang-chi-100-ty-hdt-100-trieu-t-id22562927,2024-05-21
"KẸT TIỀN BÁN GẤP HXH5m_ Quang Trung, DT 40m2, ngang 4m, 4 lầu, 3.5 tỷ","Quận Gò Vấp, TPHCM",3 tỷ 500 triệu,4 PN,4 WC,40 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ket-tien-ban-gap-hxh5m-quang-trung-dt-40m2-ngang-4m-4-lau-3-5-ty-id22562962,2024-05-21
250m2 Hồ Hảo Hớn Q1 Dt 10 x 25m nở hậu Giá 46 Tỷ gần Mặt tiền hẻm Vip,"Quận 1, TPHCM",46 tỷ,1 PN,1 WC,245 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/250m2-ho-hao-hon-q1-dt-10-x-25m-no-hau-gia-46-ty-gan-mat-tien-hem-vip-id22563263,2024-05-21
