name,district,price,bedroom,wc,acreage,link,date
"Bán Nhà Mới đẹp,hẻm ba gác gần MT Nguyễn Đình Chiểu P.4 PN 25m2, 4 tỷ6","Quận Phú Nhuận, TPHCM",4 tỷ 600 triệu,2 PN,2 WC,85 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ban-nha-moi-dep-hem-ba-gac-gan-mt-nguyen-dinh-chieu-p-4-pn-25m2-4-ty6-id22540627,2024-05-03
"Bán nhà Hẻm Ba Gác Thông Lê Quang Định P.7 Q.BT 33m2, 5PN, chỉ 4tỷ95","Quận Bình Thạnh, TPHCM",4 tỷ 950 triệu,3 PN,4 WC,25 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-hem-ba-gac-thong-le-quang-dinh-p-7-q-bt-33m2-5pn-chi-4ty95-id22524911,2024-05-03
"Bán Nhà Mới Đẹp,Hẻm Ba Gác sát HXH, Lê Quang Định P.5 BT 63M2, 6 tỷ95","Quận Bình Thạnh, TPHCM",6 tỷ 950 triệu,5 PN,6 WC,33 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-moi-dep-hem-ba-gac-sat-hxh-le-quang-dinh-p-5-bt-63m2-6-ty95-id22521691,2024-05-03
"Bán Nhà SHR Nguyễn Văn Quỳ,Quận 7,Hẻm Xe Ba Gác","Quận 7, TPHCM",2 tỷ 850 triệu,4 PN,4 WC,63 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/ban-nha-shr-nguyen-van-quy-quan-7-hem-xe-ba-gac-id22528876,2024-05-03
# 057 Bán nhà Tân Thới Hiệp – Quận 12 – 100m2 nhỉnh 3 tỷ,"Quận 12, TPHCM",3 tỷ 950 triệu,2 PN,2 WC,34 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/057-ban-nha-tan-thoi-hiep-quan-12-100m2-nhinh-3-ty-id22534718,2024-05-03
Hàng ngộp bank bán trả nợ - Nhà C4 90m2 chỉ nhỉnh 6 Tỷ - Lê Quang Định,"Quận Bình Thạnh, TPHCM",6 tỷ 850 triệu,1 PN,1 WC,100 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hang-ngop-bank-ban-tra-no-nha-c4-90m2-chi-nhinh-6-ty-le-quang-dinh-id22445129,2024-05-03
"Bán gấp nhà CÁCH MẠNG THÁNG 8, hẻm 1025 ô tô tới nhà, 7m x 12m","Quận Tân Bình, TPHCM",7 tỷ 650 triệu,3 PN,2 WC,89 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-gap-nha-cach-mang-thang-8-hem-1025-o-to-toi-nha-7m-x-12m-id22520514,2024-05-03
Xe Hơi Đỗ Trong Nhà Ngay LÝ THƯỜNG KIỆT- 264m2(5.4/23x16.5)- Giáp Q.10,"Quận Tân Bình, TPHCM",28 tỷ,4 PN,4 WC,80 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/xe-hoi-do-trong-nha-ngay-ly-thuong-kiet-264m2-5-4-23x16-5-giap-q-10-id22508135,2024-05-03
"***bán nhà mặt tiền tân bình, mặt tiền hồng lạc, 5,5*16; 10,5 tỷ","Quận Tân Bình, TPHCM",10 tỷ 500 triệu,4 PN,4 WC,264 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-tan-binh-mat-tien-hong-lac-5-5-16-10-5-ty-id22463886,2024-05-03
"Bán nhà Biệt thự đường Tú Xương Quận 3, dt: 17x18m, 3 lầu giá 65 tỷ","Quận 3, TPHCM",65 tỷ,3 PN,2 WC,64 m2,https://mogi.vn/quan-3/mua-nha-biet-thu-lien-ke/ban-nha-biet-thu-duong-tu-xuong-quan-3-dt-17x18m-3-lau-gia-65-ty-id22541631,2024-05-03
"Gần chợ gò vấp _nguyễn văn nghi p7_ 4x12m, 4 tầng btct_chỉ 4,x tỷ","Quận Gò Vấp, TPHCM",4 tỷ 390 triệu,5 PN,5 WC,310 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/gan-cho-go-vap-nguyen-van-nghi-p7-4x12m-4-tang-btct-chi-4-x-ty-id22425154,2024-05-03
"Chính chủ bán nhà 4.8x25 MT Đường Số 1,P4 - Tiện xây cho SV thuê","Quận Gò Vấp, TPHCM",9 tỷ 800 triệu,4 PN,4 WC,48 m2,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/chinh-chu-ban-nha-4-8x25-mt-duong-so-1-p4-tien-xay-cho-sv-thue-id22526083,2024-05-03
Bán nhà Hẻm xe tải gần Aeon Tân Phú 25M2 SHR 2Tầng nhỉnh 2 Tỷ hơn,"Quận Bình Tân, TPHCM",2 tỷ 690 triệu,1 PN,1 WC,115 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/ban-nha-hem-xe-tai-gan-aeon-tan-phu-25m2-shr-2tang-nhinh-2-ty-hon-id22549835,2024-05-03
