name,district,price,bedroom,wc,acreage,link,date
Lê Văn Quới_Bán gấp nhà 2 Tầng 40m2 (4x10)_2PN 3.080 Tỷ Lh 9Chủ,"Quận Bình Tân, TPHCM",3 tỷ 80 triệu,2 PN,2 WC,31 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/le-van-quo-i-ba-n-ga-p-nha-2-ta-ng-40m2-4x10-2pn-3-080-ty-lh-9chu-id22574850,2024-06-08
Gò Xoài_Bán gấp nhà 3 Tầng 56m2 (4x14)_3PN 3.8 Tỷ Lh Chinh Chủ,"Quận Bình Tân, TPHCM",3 tỷ 800 triệu,8 PN,9 WC,85 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/go-xoa-i-ba-n-ga-p-nha-3-ta-ng-56m2-4x14-3pn-3-8-ty-lh-chinh-chu-id22574849,2024-06-08
Mã Lò 2.9 tỷ Nhà 1sẹc ( 4x10 ) đúc 2 lầu sổ sẵng dọn ở liền,"Quận Bình Tân, TPHCM",2 tỷ 900 triệu,2 PN,2 WC,83 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ma-lo-2-9-ty-nha-1se-c-4x10-duc-2-lau-so-sa-ng-do-n-o-lie-n-id22574854,2024-06-08
"Đất FULL THỔ CƯ, 630 M, KD SẦM UẤT, Linh Xuân, THỦ ĐỨC, Chỉ 3x Tr/m","Quận Thủ Đức (TP. Thủ Đức), TPHCM",20 tỷ,3 PN,3 WC,55 m2,https://mogi.vn/quan-thu-duc/mua-nha-mat-tien-pho/dat-full-tho-cu-630-m-kd-sam-uat-linh-xuan-thu-duc-chi-3x-tr-m-id22575671,2024-06-08
"Nhỉnh 3Tỷ, Hẻm 8m Thông Trần Thị Hè, Hiệp Thành, Quận 12, Nhà Mới Đẹp","Quận 12, TPHCM",3 tỷ 500 triệu,0 PN,0 WC,370 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/nhinh-3ty-hem-8m-thong-tran-thi-he-hiep-thanh-quan-12-nha-moi-dep-id22573634,2024-06-08
"Bán Nhà Ngộp Thị Trấn Hóc Môn, Ngang Khủng 11m, Nhỉnh 3 Tỷ","Huyện Hóc Môn, TPHCM",3 tỷ 400 triệu,5 PN,5 WC,94 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-hem-ngo/ban-nha-ngop-thi-tran-hoc-mon-ngang-khung-11m-nhinh-3-ty-id22575666,2024-06-08
"Hiếm! Bán nhà Bạch Đằng, giáp Q1, Hẻm xe hơi, 4 Tầng, 40m2, chỉ 5.x tỷ","Quận Bình Thạnh, TPHCM",5 tỷ 250 triệu,10 PN,10 WC,88 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-ban-nha-bach-dang-giap-q1-hem-xe-hoi-4-tang-40m2-chi-5-x-ty-id22575674,2024-06-08
"Bình Tân, Nhà Mới Xây 5Tầng Thang Máy 4x16m, KDC Cao Cấp Đường Nhựa 7m","Quận Bình Tân, TPHCM",6 tỷ,5 PN,5 WC,140 m2,https://mogi.vn/quan-binh-tan/mua-nha-hem-ngo/binh-tan-nha-moi-xay-5tang-thang-may-4x16m-kdc-cao-cap-duong-nhua-7m-id22561656,2024-06-08
"Nhà lô góc - 2 mặt hxh thông an phú đông quận 12 - hơn 142m2, ngang","Quận 12, TPHCM",7 tỷ 800 triệu,3 PN,2 WC,110 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/nha-lo-goc-2-mat-hxh-thong-an-phu-dong-quan-12-hon-142m2-ngang-id22574478,2024-06-08
"Lô đất full thổ - đường xe tải thông an phú đông quận 12 - hơn 245m2,","Quận 12, TPHCM",10 tỷ 300 triệu,2 PN,2 WC,300 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/lo-dat-full-tho-duong-xe-tai-thong-an-phu-dong-quan-12-hon-245m2-id22573586,2024-06-08
"GÒ DẦU TÂN PHÚ: HXH đỗ cửa - 50m2, 2 tầng, 3 PN - Tặng FULL NỘI THẤT","Quận Tân Phú, TPHCM",4 tỷ 900 triệu,16 PN,16 WC,368 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/go-dau-tan-phu-hxh-do-cua-50m2-2-tang-3-pn-tang-full-noi-that-id22575637,2024-06-08
"1 Đời Chủ! Bán nhà Hoàng Hoa Thám P7, 4 Tầng, 64m2, 4x16m, chỉ 10.x tỷ","Quận Bình Thạnh, TPHCM",10 tỷ 490 triệu,4 PN,4 WC,45 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/1-doi-chu-ban-nha-hoang-hoa-tham-p7-4-tang-64m2-4x16m-chi-10-x-ty-id22575635,2024-06-08
