name,district,price,bedroom,wc,acreage,link,date
"Nhà Gần Vinhomes Q9, Nguyễn Xiển, 3 Tầng, Ô Tô Ngủ Trong Nhà, Hơn 4Tỷ","Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ 350 triệu,8 PN,9 WC,100 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/nha-gan-vinhomes-q9-nguyen-xien-3-tang-o-to-ngu-trong-nha-hon-4ty-id22541900,2024-04-24
Bán nhà mặt tiền đường Số 66 Thảo Điền 4x25m vuông vức được xây 4 tầng,"Quận 2 (TP. Thủ Đức), TPHCM",13 tỷ,4 PN,4 WC,58 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-so-66-thao-dien-4x25m-vuong-vuc-duoc-xay-4-tang-id22539325,2024-04-24
"Bán nhà Hẻm Ba Gác Thông Lê Quang Định P.7 Q.BT 33m2, 5PN, chỉ 5 tỷ","Quận Bình Thạnh, TPHCM",5 tỷ,8 PN,9 WC,120 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-hem-ba-gac-thong-le-quang-dinh-p-7-q-bt-33m2-5pn-chi-5-ty-id22524911,2024-04-24
"Bán Nhà Mới Đẹp,Hẻm Ba Gác sát HXH, Lê Quang Định P.5 BT 63M2, 6 tỷ95","Quận Bình Thạnh, TPHCM",6 tỷ 950 triệu,5 PN,6 WC,33 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-nha-moi-dep-hem-ba-gac-sat-hxh-le-quang-dinh-p-5-bt-63m2-6-ty95-id22521691,2024-04-24
"Bán toà nhà VP Gold Star Lý Thường Kiệt. hầm 9 lầu Q.10, (2850m)","Quận 10, TPHCM",75 tỷ,4 PN,4 WC,63 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-toa-nha-vp-gold-star-ly-thuong-kiet-ham-9-lau-q-10-2850m-id22492767,2024-04-24
"Bán Nhà Mới Đẹp , HXH đỗ cửa Thống Nhất P.11 Gò Vấp 45m2, 3PN, 6 tỷ5","Quận Gò Vấp, TPHCM",6 tỷ 500 triệu,20 PN,20 WC,300 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-moi-dep-hxh-do-cua-thong-nhat-p-11-go-vap-45m2-3pn-6-ty5-id22539926,2024-04-24
"Em Nhi chuyên Quận 2, bán Nhà Phố DT 160m2 giá 28 tỷ có thang máy&hầm","Quận 2 (TP. Thủ Đức), TPHCM",28 tỷ,3 PN,5 WC,45 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/em-nhi-chuyen-quan-2-ban-nha-pho-dt-160m2-gia-28-ty-co-thang-may-ham-id22449037,2024-04-24
Chính Chủ ! Bán Toà Nhà Mặt Tiền đg Võ Văn Kiệt Q1 - diện tích 12x15 -,"Quận 1, TPHCM",85 tỷ,8 PN,8 WC,160 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/chinh-chu-ban-toa-nha-mat-tien-dg-vo-van-kiet-q1-dien-tich-12x15-id22492684,2024-04-24
Nhà Phố Hiện Đại - Mặt Tiền 6m - Full Nội Thất Cao Cấp - TT Nhà Bè,"Huyện Nhà Bè, TPHCM",5 tỷ 600 triệu,20 PN,20 WC,320 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/nha-pho-hien-dai-mat-tien-6m-full-noi-that-cao-cap-tt-nha-be-id22400788,2024-04-24
"bán RẺ nhà MT Đườngsố Thạnh Mỹ Lợi, P.TML,Q2(130m2) Hầm-3lầu ngay UBND","Quận 2 (TP. Thủ Đức), TPHCM",19 tỷ 500 triệu,4 PN,4 WC,52 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-re-nha-mt-duongso-thanh-my-loi-p-tml-q2-130m2-ham-3lau-ngay-ubnd-id22338329,2024-04-24
"Bán biệt thự vip Ba Vân, P14, Tân Bình. DT 10x17m đúc 3 lầu NTCC","Quận Tân Bình, TPHCM",19 tỷ,7 PN,6 WC,138 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-biet-thu-vip-ba-van-p14-tan-binh-dt-10x17m-duc-3-lau-ntcc-id22486688,2024-04-24
"Hàng Ngộp! Nhà C4, HXH, 75m2 (5m x 15m), Bình Thạnh, còn hơn 7 tỷ TL","Quận Bình Thạnh, TPHCM",7 tỷ 750 triệu,5 PN,5 WC,140 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hang-ngop-nha-c4-hxh-75m2-5m-x-15m-binh-thanh-con-hon-7-ty-tl-id22514850,2024-04-24
"Bán Biệt Thự MT đường Số 5, P. Bình Trị Đông B, 8 x 20m, 3.5 tấm, giá","Quận Bình Tân, TPHCM",31 tỷ 500 triệu,3 PN,2 WC,75 m2,https://mogi.vn/quan-binh-tan/mua-nha-biet-thu-lien-ke/ban-biet-thu-mt-duong-so-5-p-binh-tri-dong-b-8-x-20m-3-5-tam-gia-id21845452,2024-04-24
"Bán gấp, giá rẻ nhà 3 tầng, nguyễn Ảnh Thủ, đi bộ 2 phút ra TTVH Q.12","Quận 12, TPHCM",5 tỷ 800 triệu,6 PN,3 WC,120 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-gap-gia-re-nha-3-tang-nguyen-anh-thu-di-bo-2-phut-ra-ttvh-q-12-id22484965,2024-04-24
Bán Nhà Gò Vấp - Hẻm Xe Hơi - 54m2 - 4 Tầng Chỉ Hơn 5Tỷ,"Quận Gò Vấp, TPHCM",5 tỷ 900 triệu,4 PN,5 WC,103 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-go-vap-hem-xe-hoi-54m2-4-tang-chi-hon-5ty-id22478787,2024-04-24
NHÀ PHỐ HIỆN ĐẠI - CÓ HẦM - Mặt tiền đường 12m Huỳnh Tấn Phát -,"Huyện Nhà Bè, TPHCM",9 tỷ,8 PN,9 WC,100 m2,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/nha-pho-hien-dai-co-ham-mat-tien-duong-12m-huynh-tan-phat-id22489897,2024-04-24
"Bán Biệt thự MT Khu Họ Lê,Tân Phú.DT 8x20. 2 Tầng. đẹp chỉ nhỉnh 16 Tỷ","Quận Tân Phú, TPHCM",16 tỷ 800 triệu,4 PN,5 WC,66 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-biet-thu-mt-khu-ho-le-tan-phu-dt-8x20-2-tang-dep-chi-nhinh-16-ty-id22487811,2024-04-24
"Khu VIP P21, Xô Viết Nghệ Tĩnh Q1, HXH, Nhà 2 Tầng, 40m2, chỉ 5,86 tỷ","Quận Bình Thạnh, TPHCM",5 tỷ 860 triệu,4 PN,3 WC,162 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/khu-vip-p21-xo-viet-nghe-tinh-q1-hxh-nha-2-tang-40m2-chi-5-86-ty-id22518475,2024-04-24
"Gấp bán, nhà mặt tiền Lê Thị Hà, ngang 5m, KD đỉnh chỉ 9 tỷ.","Huyện Hóc Môn, TPHCM",8 tỷ 990 triệu,3 PN,3 WC,40 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-mat-tien-pho/gap-ban-nha-mat-tien-le-thi-ha-ngang-5m-kd-dinh-chi-9-ty-id22493440,2024-04-24
Bán Nhà Tân Bình - Hẻm Nhựa Thông - Gần Bàu cát.BTCT,"Quận Tân Bình, TPHCM",6 tỷ 50 triệu,3 PN,2 WC,100 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-tan-binh-hem-nhua-thong-gan-bau-cat-btct-id22465967,2024-04-24
NHÀ VỪA HOÀN THIỆN TIỆN Ở KINH DOANH CHO THUÊ -Hẻm 1135 Huỳnh Tấn Phát,"Quận 7, TPHCM",5 tỷ 500 triệu,3 PN,3 WC,43 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-vua-hoan-thien-tien-o-kinh-doanh-cho-thue-hem-1135-huynh-tan-phat-id22487237,2024-04-24
Nguyễn Hồng Đào - P14 Tân Bình - 3 Tầng - 4 x 15 - Chỉ 6.3 Tỷ,"Quận Tân Bình, TPHCM",6 tỷ 300 triệu,3 PN,3 WC,90 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/nguyen-hong-dao-p14-tan-binh-3-tang-4-x-15-chi-6-3-ty-id22521514,2024-04-24
"Bán nhà MT Đường 1A-KDC Vĩnh Lộc,PbhhB,Bình Tân.dt 4x15. đúc 3 Lầu","Quận Bình Tân, TPHCM",6 tỷ 300 triệu,4 PN,4 WC,60 m2,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/ban-nha-mt-duong-1a-kdc-vinh-loc-pbhhb-binh-tan-dt-4x15-duc-3-lau-id22497194,2024-04-24
"Ngay Công viên, Xô Viết Nghệ Tĩnh, HXH, Nhà 3 Tầng, 80m2, chỉ 10,18 tỷ","Quận Bình Thạnh, TPHCM",10 tỷ 180 triệu,4 PN,3 WC,60 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ngay-cong-vien-xo-viet-nghe-tinh-hxh-nha-3-tang-80m2-chi-10-18-ty-id22518518,2024-04-24
Bán nhà MT ngang 10m đường Nguyễn Thị Hai gồm 2 MTKD và 14 phòng  trọ.,"Huyện Hóc Môn, TPHCM",16 tỷ 900 triệu,4 PN,4 WC,80 m2,https://mogi.vn/huyen-hoc-mon/mua-nha-mat-tien-pho/ban-nha-mt-ngang-10m-duong-nguyen-thi-hai-gom-2-mtkd-va-14-phong-tro-id22520227,2024-04-24
Nhà Bán Tân Bình - Trường Chinh - 4 Tầng 60m2 Chỉ Hơn 5Tỷ.,"Quận Tân Bình, TPHCM",5 tỷ 950 triệu,14 PN,16 WC,295 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/nha-ban-tan-binh-truong-chinh-4-tang-60m2-chi-hon-5ty-id22451271,2024-04-24
NHÀ PHỐ VỪA HOÀN THIỆN - ĐẦY ĐỦ NỘI THẤT -Mặt Tiền Hẻm 1942 HTP Nhà Bè,"Huyện Nhà Bè, TPHCM",5 tỷ 600 triệu,5 PN,4 WC,60 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/nha-pho-vua-hoan-thien-day-du-noi-that-mat-tien-hem-1942-htp-nha-be-id22486833,2024-04-24
Nguyễn Thiện Thuật - Quận 3 - 3 Tầng - 40m2 - Giá 4.5 Tỷ ( Tl ),"Quận 3, TPHCM",4 tỷ 500 triệu,4 PN,5 WC,50 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/nguyen-thien-thuat-quan-3-3-tang-40m2-gia-4-5-ty-tl-id22517690,2024-04-24
"Chỉ 15.5 tỷ Bán Biệt thự KDC Vĩnh Lộc,Bình Tân.Dt 10x19. 1 Lầu áp mái","Quận Bình Tân, TPHCM",15 tỷ 500 triệu,3 PN,3 WC,40 m2,https://mogi.vn/quan-binh-tan/mua-nha-biet-thu-lien-ke/chi-15-5-ty-ban-biet-thu-kdc-vinh-loc-binh-tan-dt-10x19-1-lau-ap-mai-id22488530,2024-04-24
"Khu VIP, Mặt tiền Kinh doanh, 2 Tầng, Nở hậu, 45m2, chỉ 6,28 tỷ","Quận Bình Thạnh, TPHCM",6 tỷ 280 triệu,4 PN,3 WC,190 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/khu-vip-mat-tien-kinh-doanh-2-tang-no-hau-45m2-chi-6-28-ty-id22518543,2024-04-24
"Bán nhà C4 mặt tiền Tân Lập 2, Hiệp Phú, Q9 -DT: 5x21 giá 7 tỷ 700","Quận 9 (TP. Thủ Đức), TPHCM",7 tỷ 700 triệu,8 PN,9 WC,100 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-c4-mat-tien-tan-lap-2-hiep-phu-q9-dt-5x21-gia-7-ty-700-id22526453,2024-04-24
"bán nhà mặt tiền đường Man Thiện. TNPA, Q9  -12 tỷ 5 ngang 5x20","Quận 9 (TP. Thủ Đức), TPHCM",12 tỷ 500 triệu,2 PN,2 WC,103 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-man-thien-tnpa-q9-12-ty-5-ngang-5x20-id21842209,2024-04-24
